,名称,套装效果,升级等级,材料名称,需要的数量
0,回忆服,无,二星,白龙的爪子,1
0,回忆服,无,二星,费罗龙的犄角,2
0,回忆服,无,三星,宁静公主,5
0,回忆服,无,三星,白龙的牙齿碎片,1
0,回忆服,无,三星,聂尔龙的,2
0,回忆服,无,四星,宁静公主,10
0,回忆服,无,四星,白龙的犄角,1
0,回忆服,无,四星,奥尔龙的犄角,2
0,沙地靴,无,一星,速速蜥蜴,3
0,沙地靴,无,二星,吉彼得之骨,20
0,沙地靴,无,二星,速速胡萝卜,5
0,沙地靴,无,三星,吉彼得的肝脏,5
0,沙地靴,无,三星,速速蘑菇,10
0,沙地靴,无,三星,莫尔德拉吉克的背鳍,5
0,沙地靴,无,四星,莫尔德拉吉克的肝脏,4
0,沙地靴,无,四星,速速紫罗兰,10
0,沙地靴,无,四星,生命蜥蜴,5
0,雪地靴,无,一星,速速蜥蜴,3
0,雪地靴,无,二星,八爪怪的脚,5
0,雪地靴,无,二星,速速胡萝卜,5
0,雪地靴,无,三星,八爪怪的气球,5
0,雪地靴,无,三星,速速蘑菇,20
0,雪地靴,无,四星,聂耳龙的鳞片,2
0,雪地靴,无,四星,速速紫罗兰,20
0,琥珀耳坠,无,一星,琥珀,10
0,琥珀耳坠,无,一星,打火石,5
0,琥珀耳坠,无,二星,琥珀,20
0,琥珀耳坠,无,二星,打火石,10
0,琥珀耳坠,无,三星,琥珀,35
0,琥珀耳坠,无,三星,打火石,15
0,琥珀耳坠,无,四星,琥珀,60
0,琥珀耳坠,无,四星,打火石,25
0,红宝石头饰,无,一星,红宝石,2
0,红宝石头饰,无,一星,打火石,3
0,红宝石头饰,无,二星,红宝石,4
0,红宝石头饰,无,二星,打火石,5
0,红宝石头饰,无,三星,红宝石,6
0,红宝石头饰,无,三星,星星碎片,1
0,红宝石头饰,无,四星,红宝石,10
0,红宝石头饰,无,四星,星星碎片,2
0,钻石头饰,无,一星,钻石,2
0,钻石头饰,无,一星,打火石,3
0,钻石头饰,无,二星,钻石,3
0,钻石头饰,无,二星,打火石,5
0,钻石头饰,无,三星,钻石,5
0,钻石头饰,无,三星,星星碎片,1
0,钻石头饰,无,四星,钻石,8
0,钻石头饰,无,四星,星星碎片,2
0,蛋白石耳坠,无,一星,蛋白石,6
0,蛋白石耳坠,无,一星,打火石,5
0,蛋白石耳坠,无,二星,蛋白石,12
0,蛋白石耳坠,无,二星,打火石,10
0,蛋白石耳坠,无,三星,蛋白石,18
0,蛋白石耳坠,无,三星,打火石,15
0,蛋白石耳坠,无,四星,蛋白石,30
0,蛋白石耳坠,无,四星,打火石,25
0,黄玉耳坠,无,一星,黄玉,2
0,黄玉耳坠,无,一星,打火石,3
0,黄玉耳坠,无,二星,黄玉,4
0,黄玉耳坠,无,二星,打火石,5
0,黄玉耳坠,无,三星,黄玉,6
0,黄玉耳坠,无,三星,星星碎片,1
0,黄玉耳坠,无,四星,黄玉,10
0,黄玉耳坠,无,四星,星星碎片,2
0,蓝宝石头饰,无,一星,蓝宝石,2
0,蓝宝石头饰,无,一星,打火石,3
0,蓝宝石头饰,无,二星,蓝宝石,4
0,蓝宝石头饰,无,二星,打火石,5
0,蓝宝石头饰,无,三星,蓝宝石,6
0,蓝宝石头饰,无,三星,星星碎片,1
0,蓝宝石头饰,无,四星,蓝宝石,10
0,蓝宝石头饰,无,四星,星星碎片,2
0,希克面罩,,一星,宁静公主,1
0,希克面罩,,一星,星星碎片,1
0,希克面罩,,二星,宁静公主,2
0,希克面罩,,二星,星星碎片,2
0,希克面罩,,三星,宁静公主,4
0,希克面罩,,三星,星星碎片,3
0,希克面罩,,四星,宁静公主,8
0,希克面罩,,四星,星星碎片,4
